function,depth,seed,init_mode,snapped,final_loss,snappability,nan_epoch,converged,symbolic_form,expected_depth,post_snap_loss,valid_snap
exp,3,4,warm,1,5.948822945356369e-08,1.0,-1,1,"eml(x,1)",2,5.948822945356369e-08,1
exp,3,5,warm,1,5.948822945356369e-08,1.0,-1,1,"eml(x,1)",2,5.948822945356369e-08,1
ln,5,0,blind,1,3.343343496322632,1.0,-1,1,"eml(1,eml(eml(eml(x,1),1),x))",4,6.455839157104492,0
ln,5,1,blind,1,3.3379244804382324,1.0,-1,1,"eml(1,eml(eml(eml(x,1),x),1))",4,6.473733901977539,0
ln,5,2,blind,1,3.322535276412964,1.0,-1,1,"eml(1,eml(eml(eml(x,1),1),1))",4,6.457625389099121,0
ln,5,3,blind,1,12.160786628723145,1.0,-1,1,"eml(1,eml(eml(eml(x,1),1),x))",4,6.455839157104492,0
ln,5,4,blind,1,3.256178617477417,1.0,-1,1,"eml(1,eml(eml(eml(x,1),x),1))",4,6.473733901977539,0
ln,5,5,blind,1,3.4108147621154785,1.0,-1,1,"eml(1,eml(eml(eml(x,1),x),x))",4,6.473615646362305,0
ln,5,0,warm,1,0.6632034778594971,1.0,-1,1,"eml(1,eml(1,1))",4,0.6690109968185425,0
ln,5,1,warm,1,0.6663880348205566,1.0,-1,1,"eml(1,eml(1,1))",4,0.6690109968185425,0
ln,5,2,warm,1,0.6623285412788391,1.0,-1,1,"eml(1,eml(1,1))",4,0.6690109968185425,0
ln,5,3,warm,1,0.6668573021888733,1.0,-1,1,"eml(1,eml(1,1))",4,0.6690109968185425,0
ln,5,4,warm,1,0.6663141250610352,1.0,-1,1,"eml(1,eml(1,1))",4,0.6690109968185425,0
ln,5,5,warm,1,0.6615476608276367,1.0,-1,1,"eml(1,eml(1,1))",4,0.6690109968185425,0
exp,3,0,blind,1,0.16680839657783508,1.0,-1,0,"eml(x,eml(1,1))",2,0.9999999403953552,0
exp,3,1,blind,1,0.3119887709617615,1.0,-1,1,"eml(x,x)",2,0.6877624988555908,0
exp,3,2,blind,1,0.10629380494356155,1.0,-1,0,"eml(x,eml(1,1))",2,0.9999999403953552,0
exp,3,3,blind,1,0.5124495625495911,1.0,-1,0,"eml(x,x)",2,0.6877624988555908,0
exp,3,4,blind,1,0.10953371226787567,1.0,-1,0,"eml(x,eml(1,1))",2,0.9999999403953552,0
exp,3,5,blind,1,0.11788631230592728,1.0,-1,0,"eml(1,eml(1,1))",2,1.5039230585098267,0
exp,3,6,blind,1,0.10395468771457672,1.0,-1,0,"eml(x,eml(1,1))",2,0.9999999403953552,0
exp,3,7,blind,1,0.1516009122133255,1.0,-1,0,"eml(x,eml(1,1))",2,0.9999999403953552,0
exp,3,8,blind,1,0.11394514888525009,1.0,-1,0,"eml(x,eml(1,1))",2,0.9999999403953552,0
exp,3,9,blind,1,0.1486976593732834,1.0,-1,0,"eml(x,eml(1,1))",2,0.9999999403953552,0
exp,3,10,blind,1,0.09353772550821304,1.0,-1,0,"eml(x,1)",2,5.948822945356369e-08,1
exp,3,11,blind,1,0.004643360152840614,1.0,-1,1,"eml(x,1)",2,5.948822945356369e-08,1
exp,3,12,blind,1,0.0012167226523160934,1.0,-1,1,"eml(x,1)",2,5.948822945356369e-08,1
exp,3,13,blind,1,0.11702363193035126,1.0,-1,0,"eml(x,eml(1,1))",2,0.9999999403953552,0
exp,3,14,blind,1,0.11644098907709122,1.0,-1,0,"eml(1,eml(1,1))",2,1.5039230585098267,0
exp,3,0,warm,1,5.948822945356369e-08,1.0,-1,1,"eml(x,1)",2,5.948822945356369e-08,1
exp,3,1,warm,1,5.948822945356369e-08,1.0,-1,1,"eml(x,1)",2,5.948822945356369e-08,1
exp,3,2,warm,1,5.948822945356369e-08,1.0,-1,1,"eml(x,1)",2,5.948822945356369e-08,1
exp,3,3,warm,1,5.948822945356369e-08,1.0,-1,1,"eml(x,1)",2,5.948822945356369e-08,1
exp,3,4,warm,1,5.948822945356369e-08,1.0,-1,1,"eml(x,1)",2,5.948822945356369e-08,1
exp,3,5,warm,1,5.948822945356369e-08,1.0,-1,1,"eml(x,1)",2,5.948822945356369e-08,1
exp,3,6,warm,1,5.948822945356369e-08,1.0,-1,1,"eml(x,1)",2,5.948822945356369e-08,1
exp,3,7,warm,1,5.948822945356369e-08,1.0,-1,1,"eml(x,1)",2,5.948822945356369e-08,1
exp,3,8,warm,1,5.948822945356369e-08,1.0,-1,1,"eml(x,1)",2,5.948822945356369e-08,1
exp,3,9,warm,1,5.948822945356369e-08,1.0,-1,1,"eml(x,1)",2,5.948822945356369e-08,1
exp,3,10,warm,1,5.948822945356369e-08,1.0,-1,1,"eml(x,1)",2,5.948822945356369e-08,1
exp,3,11,warm,1,5.948822945356369e-08,1.0,-1,1,"eml(x,1)",2,5.948822945356369e-08,1
exp,3,12,warm,1,5.948822945356369e-08,1.0,-1,1,"eml(x,1)",2,5.948822945356369e-08,1
exp,3,13,warm,1,5.948822945356369e-08,1.0,-1,1,"eml(x,1)",2,5.948822945356369e-08,1
exp,3,14,warm,1,5.948822945356369e-08,1.0,-1,1,"eml(x,1)",2,5.948822945356369e-08,1
ln,5,0,blind,1,0.5170451998710632,1.0,-1,1,"eml(1,eml(1,x))",4,1.2469897270202637,0
ln,5,1,blind,1,0.6612926125526428,1.0,-1,1,"eml(1,eml(1,x))",4,1.246989369392395,0
ln,5,2,blind,1,0.3988003730773926,1.0,-1,1,"eml(1,eml(1,1))",4,0.66901034116745,0
ln,5,3,blind,1,0.8259195685386658,1.0,-1,1,"eml(1,1)",4,1.3802127838134766,0
ln,5,4,blind,1,1.1417932510375977,1.0,-1,1,"eml(1,eml(1,x))",4,1.246989369392395,0
ln,5,5,blind,1,0.14515292644500732,1.0,-1,1,"eml(1,eml(eml(1,x),x))",4,0.9747210741043091,0
ln,5,6,blind,1,2.36311674118042,1.0,-1,1,"eml(1,eml(x,x))",4,4.148919582366943,0
ln,5,7,blind,1,2.28723406791687,1.0,-1,1,"eml(1,eml(x,x))",4,4.148919582366943,0
ln,5,8,blind,1,0.6778524518013,1.0,-1,1,"eml(1,eml(1,x))",4,1.246989369392395,0
ln,5,9,blind,1,0.6200153231620789,1.0,-1,1,"eml(1,eml(1,x))",4,1.246989369392395,0
ln,5,10,blind,1,0.4955209195613861,1.0,-1,1,"eml(1,eml(1,x))",4,1.2469897270202637,0
ln,5,11,blind,1,2.84578275680542,1.0,-1,1,"eml(1,eml(x,x))",4,4.148919582366943,0
ln,5,0,warm,1,0.6543121933937073,1.0,-1,0,"eml(1,eml(1,1))",4,0.6690109968185425,0
ln,5,1,warm,1,0.6562204957008362,1.0,-1,0,"eml(1,eml(1,1))",4,0.6690109968185425,0
ln,5,2,warm,1,0.6539154052734375,1.0,-1,0,"eml(1,eml(1,1))",4,0.6690109968185425,0
ln,5,3,warm,1,0.6539286971092224,1.0,-1,0,"eml(1,eml(1,1))",4,0.6690109968185425,0
ln,5,4,warm,1,0.6532704830169678,1.0,-1,0,"eml(1,eml(1,1))",4,0.6690109968185425,0
ln,5,5,warm,1,0.6492170691490173,1.0,-1,0,"eml(1,eml(1,1))",4,0.6690109968185425,0
ln,5,6,warm,1,0.6503177881240845,1.0,-1,0,"eml(1,eml(1,1))",4,0.6690109968185425,0
ln,5,7,warm,1,0.6476019024848938,1.0,-1,0,"eml(1,eml(1,1))",4,0.6690109968185425,0
ln,5,8,warm,1,0.6557204723358154,1.0,-1,0,"eml(1,eml(1,1))",4,0.6690109968185425,0
ln,5,9,warm,1,0.6499764919281006,1.0,-1,0,"eml(1,eml(1,1))",4,0.6690109968185425,0
ln,5,10,warm,1,0.6536016464233398,1.0,-1,0,"eml(1,eml(1,1))",4,0.6690109968185425,0
ln,5,11,warm,1,0.6569949388504028,1.0,-1,0,"eml(1,eml(1,1))",4,0.6690109968185425,0
ln,5,0,curriculum,1,0.6475967168807983,1.0,-1,0,"eml(1,eml(1,1))",4,0.6690109968185425,0
ln,5,1,curriculum,1,0.6477315425872803,1.0,-1,0,"eml(1,eml(1,1))",4,0.6690109968185425,0
ln,5,2,curriculum,1,0.6546007394790649,1.0,-1,0,"eml(1,eml(1,1))",4,0.6690109968185425,0
ln,5,3,curriculum,1,0.6519848108291626,1.0,-1,0,"eml(1,eml(1,1))",4,0.6690109968185425,0
ln,5,4,curriculum,1,0.6463177800178528,1.0,-1,0,"eml(1,eml(1,1))",4,0.6690109968185425,0
ln,5,5,curriculum,1,0.6521602869033813,1.0,-1,0,"eml(1,eml(1,1))",4,0.6690109968185425,0
ln,5,6,curriculum,1,0.6553065776824951,1.0,-1,0,"eml(1,eml(1,1))",4,0.6690109968185425,0
ln,5,7,curriculum,1,0.6556625366210938,1.0,-1,0,"eml(1,eml(1,1))",4,0.6690109968185425,0
ln,5,8,curriculum,1,0.650063693523407,1.0,-1,0,"eml(1,eml(1,1))",4,0.6690109968185425,0
ln,5,9,curriculum,1,0.6524456739425659,1.0,-1,0,"eml(1,eml(1,1))",4,0.6690109968185425,0
ln,5,10,curriculum,1,0.6491810083389282,1.0,-1,0,"eml(1,eml(1,1))",4,0.6690109968185425,0
ln,5,11,curriculum,1,0.6539404392242432,1.0,-1,0,"eml(1,eml(1,1))",4,0.6690109968185425,0
exp,3,0,blind,1,0.31024497747421265,1.0,-1,1,"eml(x,x)",2,0.6877624988555908,0
exp,3,1,blind,1,0.1742590367794037,1.0,-1,0,"eml(x,eml(1,1))",2,0.9999999403953552,0
exp,3,2,blind,1,0.09617846459150314,1.0,-1,0,"eml(x,eml(1,1))",2,0.9999999403953552,0
exp,3,3,blind,1,0.12333393096923828,1.0,-1,0,"eml(x,eml(1,1))",2,0.9999999403953552,0
exp,3,4,blind,1,0.1428685486316681,1.0,-1,0,"eml(1,eml(1,1))",2,1.5039230585098267,0
exp,3,5,blind,1,0.30945882201194763,1.0,-1,1,"eml(x,x)",2,0.6877624988555908,0
exp,3,6,blind,1,0.10711077600717545,1.0,-1,0,"eml(x,eml(1,1))",2,0.9999999403953552,0
exp,3,7,blind,1,0.14477205276489258,1.0,-1,0,"eml(1,eml(1,1))",2,1.5039230585098267,0
exp,3,8,blind,1,0.13323242962360382,1.0,-1,0,"eml(1,eml(1,1))",2,1.5039230585098267,0
exp,3,9,blind,1,0.1601288914680481,1.0,-1,0,"eml(x,eml(1,1))",2,0.9999999403953552,0
exp,3,10,blind,1,0.0882096216082573,1.0,-1,0,"eml(x,eml(1,x))",2,1.0600560903549194,0
exp,3,11,blind,1,0.3119538426399231,1.0,-1,1,"eml(x,x)",2,0.6877624988555908,0
exp,3,0,warm,1,5.948822945356369e-08,1.0,-1,1,"eml(x,1)",2,5.948822945356369e-08,1
exp,3,1,warm,1,5.948822945356369e-08,1.0,-1,1,"eml(x,1)",2,5.948822945356369e-08,1
exp,3,2,warm,1,5.948822945356369e-08,1.0,-1,1,"eml(x,1)",2,5.948822945356369e-08,1
exp,3,3,warm,1,5.948822945356369e-08,1.0,-1,1,"eml(x,1)",2,5.948822945356369e-08,1
exp,3,4,warm,1,5.948822945356369e-08,1.0,-1,1,"eml(x,1)",2,5.948822945356369e-08,1
exp,3,5,warm,1,5.948822945356369e-08,1.0,-1,1,"eml(x,1)",2,5.948822945356369e-08,1
exp,3,6,warm,1,5.948822945356369e-08,1.0,-1,1,"eml(x,1)",2,5.948822945356369e-08,1
exp,3,7,warm,1,5.948822945356369e-08,1.0,-1,1,"eml(x,1)",2,5.948822945356369e-08,1
exp,3,8,warm,1,5.948822945356369e-08,1.0,-1,1,"eml(x,1)",2,5.948822945356369e-08,1
exp,3,9,warm,1,5.948822945356369e-08,1.0,-1,1,"eml(x,1)",2,5.948822945356369e-08,1
exp,3,10,warm,1,5.948822945356369e-08,1.0,-1,1,"eml(x,1)",2,5.948822945356369e-08,1
exp,3,11,warm,1,5.948822945356369e-08,1.0,-1,1,"eml(x,1)",2,5.948822945356369e-08,1
exp,3,0,curriculum,1,38.00714111328125,1.0,-1,0,"eml(eml(x,1),eml(1,1))",2,69.51620483398438,0
exp,3,1,curriculum,1,39.01234436035156,1.0,-1,0,"eml(eml(x,1),eml(1,1))",2,69.51620483398438,0
exp,3,2,curriculum,1,34.96476364135742,1.0,-1,0,"eml(eml(x,1),eml(1,1))",2,69.51620483398438,0
exp,3,3,curriculum,1,34.78861999511719,1.0,-1,0,"eml(eml(x,1),eml(1,1))",2,69.51620483398438,0
exp,3,4,curriculum,1,35.88594055175781,1.0,-1,0,"eml(eml(x,1),eml(1,1))",2,69.51620483398438,0
exp,3,5,curriculum,1,36.204261779785156,1.0,-1,0,"eml(eml(x,1),eml(1,x))",2,69.46802520751953,0
exp,3,6,curriculum,1,37.766334533691406,1.0,-1,0,"eml(eml(x,1),eml(1,1))",2,69.51620483398438,0
exp,3,7,curriculum,1,36.35467529296875,1.0,-1,0,"eml(eml(x,1),eml(1,x))",2,69.46802520751953,0
exp,3,8,curriculum,1,36.3921012878418,1.0,-1,0,"eml(eml(x,1),eml(1,1))",2,69.51620483398438,0
exp,3,9,curriculum,1,35.033599853515625,1.0,-1,0,"eml(eml(x,1),eml(1,1))",2,69.51620483398438,0
exp,3,10,curriculum,1,32.546836853027344,1.0,-1,0,"eml(eml(x,1),eml(1,x))",2,69.46802520751953,0
exp,3,11,curriculum,1,35.760986328125,1.0,-1,0,"eml(eml(x,1),eml(1,1))",2,69.51620483398438,0
